用户编码,姓名,经历序号,起始时间（YYYY-MM-DD）,终止时间（（YYYY-MM-DD））,是否全国性组织,是否中央派出,一级关键词编码,地方一级关键词,二级关键词编码,地方二级关键词,地区级别,录入信息备注,地方三级关键词,基本大类别,职务一级关键词编码,职务一级关键词,录入信息备注,职务二级关键词,职务三级关键词,具体职务,级别,标志位,学历,序号
2000,孙载夫,20,11/1/2001,11/1/2006,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,副书记,副部,省委副书记（非省长）,本科,20
2000,孙载夫,21,11/1/2006,12/1/2011,否,否,430000,湖南省,,,,,,政协,1100,政协常委会,,,,党组副书记,副部,无,本科,21
2000,孙载夫,22,1/1/2007,1/1/2008,否,否,430000,湖南省,,,,,,政协,1100,政协常委会,,,,副主席,副部,无,本科,22
2000,孙载夫,23,1/1/2008,12/1/2011,否,否,430000,湖南省,,,,,,政协,1100,政协常委会,,,,党组成员,副部,无,本科,23
2001,文选德,1,9/1/1962,9/1/1966,是,否,430000,湖南省,,,,,,学校,81257,湖南师范大学（原湖南省师范学院）,,政治教育系,,学生,无级别,学校,本科,1
2001,文选德,2,9/1/1966,,是,否,430000,湖南省,,,,,,学校,81257,湖南师范大学（原湖南省师范学院）,,党委宣传部,,干事,小于副处,学校,本科,2
2001,文选德,3,,,是,否,430000,湖南省,430800,张家界市,地级市（区）,,,学校,81151,大庸县二中,,,,副校长,小于副处,学校,本科,3
2001,文选德,4,,,是,否,430000,湖南省,,,,,,学校,81269,湖南省委党校,,,,教员,无级别,学校,本科,4
2001,文选德,5,,,否,否,430000,湖南省,,,,,,共青团,4603,宣传部（共青团）,,,,副部长,副处,无,本科,5
2001,文选德,6,,,否,是,430000,湖南省,,,,,,共青团,4600,共青团委,,,,副书记,副厅,无,本科,6
2001,文选德,7,,,否,否,430000,湖南省,,,,,,共青团,4604,青年联合会,,,,副主席、秘书长,副厅,秘书,本科,7
2001,文选德,8,,,否,否,430000,湖南省,,,,,,政府_国务院,2634,文化部/厅/局,,,,副厅长、党组副书记,副厅,无,本科,8
2001,文选德,9,,,否,否,430000,湖南省,430900,益阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,9
2001,文选德,10,,1/1/1994,否,否,430000,湖南省,,,,,,党委,1303,宣传部（党委）,,,,副部长,正厅,无,本科,10
2001,文选德,11,,1/1/1994,否,否,430000,湖南省,,,,,,政府_国务院,2635,广播电影电视部 /厅/局,,,,厅长,正厅,无,本科,11
2001,文选德,12,1/1/1994,11/1/2001,否,否,430000,湖南省,,,,,,党委,1303,宣传部（党委）,,,,部长,副部,省常委（其他）,本科,12
2001,文选德,13,11/1/2001,1/1/2004,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,副书记,副部,省委副书记（非省长）,本科,13
2001,文选德,14,1/1/2004,2/1/2010,否,否,430000,湖南省,,,,,,政协,1100,政协常委会,,,,副主席,副部,无,本科,14
2002,胡彪,1,8/1/1965,10/1/1968,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,武冈县,基层组织,3527,四清工作队,,,,队员,无级别,无,高中,1
2002,胡彪,2,8/1/1965,10/1/1968,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,党委,1314,直属机关工作委员会,,,,干部,小于副处,无,高中,2
2002,胡彪,3,10/1/1968,8/1/1970,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,政府_国务院,3019,革命委员会,,办事组、秘书组,,组长,正处,秘书,高中,3
2002,胡彪,4,8/1/1970,7/1/1979,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,政府_国务院,3019,革命委员会,,,,常委、办公室主任,正处,秘书,高中,4
2002,胡彪,5,8/1/1970,7/1/1979,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,政府_国务院,2620,农业部/厅/局,,,,主任（局长）,正处,无,高中,5
2002,胡彪,6,8/1/1970,7/1/1979,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,郊区,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,高中,6
2002,胡彪,7,8/1/1970,7/1/1979,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,郊区,党委,1300,党委常委会/政治局 ,,,,主任,正处,无,高中,7
2002,胡彪,8,7/1/1979,2/1/1981,否,否,540000,西藏自治区,,,,,,党委,1307,党委政策研究室,,,,副主任,副厅,秘书,高中,8
2002,胡彪,9,2/1/1981,12/1/1983,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,秘书长,副厅,秘书,高中,9
2002,胡彪,10,2/1/1981,12/1/1983,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,秘书长,副厅,秘书,高中,10
2002,胡彪,11,2/1/1981,12/1/1983,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,常委,副厅,市常委（其他）,高中,11
2002,胡彪,12,12/1/1983,2/1/1986,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长（挂职）,副厅,副市长（常委）,高中,12
2002,胡彪,13,10/1/1983,12/1/1985,是,否,430000,湖南省,,,,,,学校,81269,湖南省委党校,,领导干部文化专修科,,学院,副厅,学校,专科,13
2002,胡彪,14,2/1/1986,1/1/1990,否,否,430000,湖南省,431200,怀化市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副专员,副厅,副市长（常委）,专科,14
2002,胡彪,15,1/1/1990,3/1/1993,否,否,430000,湖南省,431200,怀化市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,专科,15
2002,胡彪,16,3/1/1993,10/1/1995,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,秘书长,副部,秘书,专科,16
2002,胡彪,17,3/1/1993,12/1/1996,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,常委,副部,省常委（其他）,专科,17
2002,胡彪,18,8/1/1993,10/1/1995,否,否,430000,湖南省,,,,,,党委,1323,保密委员会办公室(中央)/国家保密局,,,,主任,副部,无,专科,18
2002,胡彪,19,2/1/1994,10/1/1995,否,否,430000,湖南省,,,,,,党委,1314,直属机关工作委员会,,,,书记,副部,无,专科,19
2002,胡彪,20,10/1/1995,12/1/1996,否,否,430000,湖南省,,,,,,党委,1363,农村工作部,,,,书记,副部,无,专科,20
2002,胡彪,21,3/1/1996,5/1/1996,是,否,840000,中央,,,,,,学校,80001,中央党校,,进修班,,学员,副部,学校,专科,21
2002,胡彪,22,12/1/1996,7/1/2003,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,副书记,副部,省委副书记（非省长）,专科,22
2002,胡彪,23,11/1/2001,7/1/2003,是,否,430000,湖南省,,,,,,学校,81269,湖南省委党校,,,,校长,副部,学校,专科,23
2002,胡彪,24,1/1/2003,1/1/2013,否,否,430000,湖南省,,,,,,政协,1100,政协常委会,,,,主席,正部,无,专科,24
2002,胡彪,25,1/1/2013,7/1/2015,是,否,840000,中央,,,,,,政协,1102,政协提案委员会,,,,副主任委员,正部,无,专科,25
2003,许又声,1,7/1/1975,11/1/1977,否,否,350000,福建省,350100,福州市,地级市（区）,,闽侯县,基层组织,4298,荆西公社,,,,知青,无级别,无,高中,1
2003,许又声,2,11/1/1977,10/1/1978,否,否,350000,福建省,350100,福州市,地级市（区）,,,地方企业,8607,福州市橡胶厂,,,,工人,无级别,无,高中,2
2003,许又声,3,10/1/1978,8/1/1982,是,否,350000,福建省,350200,厦门市,副省级城市,,,学校,35001,厦门大学,,中文系,汉语言文学专业,学生,无级别,学校,本科,3
2003,许又声,4,8/1/1982,12/1/1983,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,侨政司,,干部,小于副处,无,本科,4
2003,许又声,5,12/1/1983,7/1/1992,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,政研司,,副处长,副处,无,本科,5
2003,许又声,6,12/1/1983,7/1/1992,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,政研司,,处长,正处,无,本科,6
2003,许又声,7,7/1/1992,6/1/1995,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,政研司,,副司长,副厅,无,本科,7
2003,许又声,8,6/1/1995,6/1/1997,否,否,440000,广东省,440700,江门市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长（挂职）,副厅,副市长（非常委）,本科,8
2003,许又声,9,9/1/1997,1/1/2000,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,经济科技司,,司长,正厅,无,本科,9
2003,许又声,10,1/1/2000,3/1/2001,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,国外司司长,,司长,正厅,无,本科,10
2003,许又声,11,3/1/2001,5/1/2012,是,否,840000,中央,,,,,,政府_国务院,2663,侨务办公室,,,,副主任,副部,无,本科,11
2003,许又声,12,5/1/2012,6/1/2012,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,常委,副部,省常委（其他）,本科,12
2003,许又声,13,6/1/2012,7/1/2015,否,否,430000,湖南省,,,,,,党委,1303,宣传部（党委）,,,,部长,副部,省常委（其他）,本科,13
2004,李有新,1,12/1/1972,5/1/1975,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,一营炮兵连,战士、班长,无级别,军队,高中,1
2004,李有新,2,5/1/1975,3/1/1976,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,二营炮兵连,排长、支队委员,小于副处,军队,高中,2
2004,李有新,3,3/1/1976,2/1/1977,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,二营机炮连,副指导员,小于副处,军队,高中,3
2004,李有新,4,2/1/1977,10/1/1978,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,三营八连,指导员,小于副处,军队,高中,4
2004,李有新,5,10/1/1978,10/1/1979,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,政治处组织股,干事,小于副处,军队,高中,5
2004,李有新,6,10/1/1979,4/1/1980,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,三营,副指导员,小于副处,军队,高中,6
2004,李有新,7,4/1/1980,6/1/1983,是,否,450000,广西壮族自治区,,,,,,军队,7161,解放军75100部队,,政治部,组织处,副营职干事,小于副处,军队,高中,7
2004,李有新,8,9/1/1982,7/1/1986,是,否,450000,广西壮族自治区,,,,,,学校,81214,广西民族学院,,中文系,中文专业,学员,小于副处,学校,本科,8
2004,李有新,9,6/1/1983,11/1/1984,是,否,450000,广西壮族自治区,,,,,,军队,7161,解放军75100部队,,政治部,组织处,正营职干事,小于副处,军队,本科,9
2004,李有新,10,11/1/1984,10/1/1985,是,否,450000,广西壮族自治区,,,,,,军队,7161,解放军75100部队,,政治部,组织处,副处长,副处,军队,本科,10
2004,李有新,11,10/1/1985,9/1/1990,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,367团,,政治委员,正处,军队,本科,11
2004,李有新,12,9/1/1990,9/1/1993,是,否,450000,广西壮族自治区,,,,,,军队,7162,解放军75130部队,,,,副政治委员,副厅,军队,本科,12
2004,李有新,13,9/1/1993,9/1/1995,是,否,450000,广西壮族自治区,,,,,,军队,7163,解放军75140部队,,,,政治委员,正厅,军队,本科,13
2004,李有新,14,9/1/1995,3/1/2003,是,否,450000,广西壮族自治区,,,,,,军队,7164,解放军75150部队,,,,政治委员,正厅,军队,本科,14
2004,李有新,15,6/1/1999,1/1/2000,是,否,840000,中央,,,,,,军队,7024,国防大学,,指挥员班,,学员,正厅,军队,本科,15
2004,李有新,16,3/1/2003,8/1/2011,是,否,450000,广西壮族自治区,,,,,,军队,7165,解放军75200部队（解放军第42军）,,,,副政治委员,副部,军队,本科,16
2004,李有新,17,8/1/2011,7/1/2015,否,否,430000,湖南省,,,,,,军队,7012,省级军区,,,,政治委员、党委书记,副部,军队,本科,17
2004,李有新,18,10/1/2011,2/1/2015,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,常委,副部,省常委（其他）,本科,18
2005,陈肇雄,1,9/1/1978,8/1/1982,是,否,320000,江苏省,,,,,,学校,81130,南京理工大学（原华东工程学院）,,计算机系,计算机软件专业,学生,无级别,学校,本科,1
2005,陈肇雄,2,8/1/1982,3/1/1985,是,否,840000,中央,,,,,,学校,34001,中国科学技术大学,,研究生院,计算机所,学生,无级别,学校,硕士,2
2005,陈肇雄,3,3/1/1985,10/1/1988,是,否,840000,中央,,,,,,学校,80011,科学院,,计算机技术研究所,,助理研究员,小于副处,学校,硕士,3
2005,陈肇雄,4,9/1/1986,7/1/1989,是,否,840000,中央,,,,,,学校,80011,科学院,,计算机技术研究所,,博士研究生,无级别,学校,博士,4
2005,陈肇雄,5,10/1/1988,10/1/1992,是,否,840000,中央,,,,,,学校,80011,科学院,,计算机技术研究所,,副研究员,小于副处,学校,博士,5
2005,陈肇雄,6,10/1/1992,7/1/1997,是,否,840000,中央,,,,,,学校,80011,科学院,,计算机技术研究所,机器翻译中心,主任、研究员,正处,学校,博士,6
2005,陈肇雄,7,7/1/1997,11/1/2001,是,否,840000,中央,,,,,,学校,80011,科学院,,计算机技术研究所,计算机语言信息中心,主任、研究员,正处,学校,博士,7
2005,陈肇雄,8,11/1/2001,4/1/2004,是,否,840000,中央,,,,,,中央企业,5031,中国电子信息产业集团公司,,,,副总经理、党组成员,副厅,无,博士,8
2005,陈肇雄,9,4/1/2004,9/1/2005,是,否,840000,中央,,,,,,中央企业,5031,中国电子信息产业集团公司,,中国长城计算机集团,,董事长、党委书记,副厅,无,博士,9
2005,陈肇雄,10,9/1/2005,12/1/2007,是,否,840000,中央,,,,,,中央企业,5031,中国电子信息产业集团公司,,,,总经理、副董事长、党组副书记,正厅,无,博士,10
2005,陈肇雄,11,12/1/2007,12/1/2010,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（非常委）,博士,11
2005,陈肇雄,12,12/1/2010,3/1/2011,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（常委）,博士,12
2005,陈肇雄,13,4/1/2011,12/1/2011,否,否,430000,湖南省,,,,,,党委,1531,长株潭“两型社会”建设综合配套改革试验区,,,,书记,副部,省常委（其他）,博士,13
2005,陈肇雄,14,12/1/2011,4/1/2013,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（常委）,博士,14
2005,陈肇雄,15,4/1/2013,7/1/2015,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,常务副省长,副部,副省长（常委）,博士,15
2006,郭开朗,1,10/1/1978,8/1/1982,是,否,370000,山东省,,,,,,学校,81182,山东科技大学（原山东矿业大学）,,地质测量系,矿山测量专业,学生,无级别,学校,本科,1
2006,郭开朗,2,8/1/1982,7/1/1983,是,否,840000,中央,,,,,,政府_国务院,2629,煤炭工业部 /厅/局,,干部司,技术干部管理处,干部,小于副处,无,本科,2
2006,郭开朗,3,7/1/1983,2/1/1987,是,否,840000,中央,,,,,,政府_国务院,2629,煤炭工业部 /厅/局,,干部司,干部调配处,主任科员,小于副处,无,本科,3
2006,郭开朗,4,2/1/1987,4/1/1991,是,否,840000,中央,,,,,,党委,1302,组织部 （党委）,,经济科教干部局,一处,主任科员,小于副处,无,本科,4
2006,郭开朗,5,9/1/1988,1/1/1989,是,否,110000,北京市,,,,,,学校,11018,对外经济贸易大学,,经济英语培训中心,英语班,学员,无级别,学校,本科,5
2006,郭开朗,6,2/1/1989,4/1/1990,是,否,840000,中央,,,,,,党委,1302,组织部 （党委）,,干部培训中心,人事管理理论与技术研究班,学员,小于副处,无,本科,6
2006,郭开朗,7,4/1/1991,10/1/1994,是,否,840000,中央,,,,,,党委,1302,组织部 （党委）,,经济科技干部局,办公室,副主任,副处,秘书,本科,7
2006,郭开朗,8,4/1/1991,10/1/1994,是,否,840000,中央,,,,,,党委,1301,党委办公厅 /室,,秘书局,,秘书,副处,秘书,本科,8
2006,郭开朗,9,10/1/1994,3/1/1997,是,否,840000,中央,,,,,,党委,1301,党委办公厅 /室,,秘书局,,秘书,正处,秘书,本科,9
2006,郭开朗,10,5/1/1994,7/1/1997,是,否,110000,北京市,,,,,,学校,32009,中国矿业大学,,经济管理系,管理工程专业,学员,正处,学校,硕士,10
2006,郭开朗,11,3/1/1997,5/1/2000,是,否,840000,中央,,,,,,党委,1301,党委办公厅 /室,,秘书局,,专职副局级秘书,副厅,秘书,硕士,11
2006,郭开朗,12,5/1/2000,2/1/2005,是,否,840000,中央,,,,,,党委,1301,党委办公厅 /室,,秘书局,,专职正局级秘书,正厅,秘书,硕士,12
2006,郭开朗,13,2/1/2005,11/1/2006,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,省长助理,正厅,无,硕士,13
2006,郭开朗,14,11/1/2006,12/1/2010,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（非常委）,硕士,14
2006,郭开朗,15,12/1/2010,12/1/2011,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（常委）,硕士,15
2006,郭开朗,16,10/1/2011,7/1/2015,否,否,430000,湖南省,,,,,,党委,1302,组织部 （党委）,,,,部长,副部,省组织部长,硕士,16
2007,李微微,1,7/1/1975,3/1/1978,否,否,430000,湖南省,430200,株洲市,地级市（区）,,株洲县,基层组织,4277,洲坪公社,,马洲大队,,知青、团支部书记,小于副处,无,高中,1
2007,李微微,2,3/1/1978,12/1/1981,是,否,430000,湖南省,,,,,,学校,81259,湖南师范学院,,中文系,汉语言文学专业,学生,无级别,学校,本科,2
2007,李微微,3,12/1/1981,7/1/1983,是,否,430000,湖南省,430200,株洲市,地级市（区）,,,学校,81230,株洲市二中,,,,教师,无级别,学校,本科,3
2007,李微微,4,7/1/1983,12/1/1985,否,否,430000,湖南省,430200,株洲市,地级市（区）,,,共青团,4600,共青团委,,,,副书记,副处,无,本科,4
2007,李微微,5,12/1/1985,12/1/1990,否,否,430000,湖南省,430200,株洲市,地级市（区）,,,共青团,4600,共青团委,,,,书记、党组书记,正处,无,本科,5
2007,李微微,6,12/1/1990,6/1/1995,否,是,430000,湖南省,,,,,,共青团,4600,共青团委,,,,副书记,副厅,无,本科,6
2007,李微微,7,6/1/1991,12/1/1991,否,否,430000,湖南省,,,,,,党委,1597,驻茶陵县社教工作队,,,,支部书记、副队长,副厅,无,本科,7
2007,李微微,8,6/1/1995,12/1/1997,否,否,430000,湖南省,431200,怀化市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,本科,8
2007,李微微,9,12/1/1997,4/1/2000,否,否,430000,湖南省,,,,,,政府_国务院,2793,招商局,,,,副局长、党组副书记,副厅,无,本科,9
2007,李微微,10,4/1/2000,4/1/2003,否,是,430000,湖南省,,,,,,行业协会_人民团体,6645,中国国际贸易促进委员会,,湖南省分会,,会长、党组副书记,副厅,无,本科,10
